fecha,Bolivia,La Paz,Cochabamba,Santa Cruz,Oruro,Potosí,Chuquisaca,Tarija,Beni,Pando
2021-05-02,616436,146069,109884,138013,36404,33116,49566,33920,40609,28855
2021-05-03,637694,153410,113785,144159,36413,33954,50960,34412,41392,29209
2021-05-04,663041,157293,120092,152947,37763,34846,52506,35510,42603,29481
2021-05-05,689633,163500,127498,160242,39119,35850,53563,36230,43911,29720
2021-05-06,710240,172068,131774,164341,39345,36448,54466,36939,44954,29905
2021-05-07,728194,180576,132498,168324,39359,37704,55222,37649,46806,30056
2021-05-08,733305,182362,132629,169188,39360,38141,55513,37908,48101,30103
2021-05-09,734162,182631,132634,169318,39360,38358,55661,37919,48160,30121
2021-05-10,741659,183711,132961,171552,39360,39510,56086,38506,49746,30227
2021-05-11,748839,184738,133328,173099,39360,40697,56381,39033,51862,30341
2021-05-12,754525,185639,133718,173892,39360,41829,56807,39702,53200,30378
2021-05-13,776914,191764,143754,176813,39360,43082,56817,39973,54820,30531
2021-05-14,810391,200890,157224,183310,39373,44841,56977,40345,56685,30746
2021-05-15,818489,202103,160763,184161,40206,45298,57752,40472,56972,30762
2021-05-16,821241,202305,161283,184188,40725,46147,58127,40550,57103,30813
2021-05-17,857492,210389,170310,195718,42912,47982,58214,42526,58265,31176
2021-05-18,902833,219156,181004,209749,47436,49679,59922,44873,59550,31464
2021-05-19,951833,228764,194135,223441,52030,51250,62246,47442,60766,31759
2021-05-20,1004613,237844,209566,237939,56312,53199,65244,50179,62186,32144
2021-05-21,1058435,247427,223308,254614,59873,55552,68412,53178,63421,32650
2021-05-22,1071682,250019,226392,256148,61478,57000,70242,53828,63749,32826
2021-05-23,1076124,251176,227104,256315,61599,57536,71618,53927,63871,32978
2021-05-24,1112812,259119,236343,266271,63067,59078,74286,56412,64972,33264
2021-05-25,1145107,266217,245065,274734,64903,60562,75076,58990,65902,33658
2021-05-26,1185725,276131,253107,286897,66684,61857,77855,62242,66929,34023
2021-05-27,1224313,285659,259520,301116,69060,63053,80245,64151,67308,34201
2021-05-28,1271262,297990,266966,317361,71828,64626,83065,66710,68373,34343
2021-05-29,1283524,302156,267734,319001,73158,65549,84178,68833,68512,34403
2021-05-30,1288278,304086,268621,319159,73404,65924,84626,69418,68615,34425
2021-05-31,1331789,314020,274469,335920,75553,67664,87095,72913,69402,34753
2021-06-01,1376792,326302,280908,352884,77615,69355,88620,75605,70456,35047
2021-06-02,1412650,337215,285062,366713,79014,70821,89820,77263,71404,35338
2021-06-03,1420596,338886,285716,368907,79597,71484,90795,78107,71673,35431
2021-06-04,1444171,345399,286903,376220,80981,72629,92707,80962,72655,35715
2021-06-05,1451108,348199,287183,377159,81391,73265,93781,81406,72931,35793
2021-06-06,1454262,349571,287486,377247,81493,73679,94501,81469,73017,35799
2021-06-07,1470833,355224,290184,381548,81645,74862,95623,82086,73696,35965
2021-06-08,1490937,362322,291443,386613,82418,76703,96803,83352,75040,36243
2021-06-09,1505972,367962,292513,390174,83308,77752,97814,84225,75807,36417
2021-06-10,1516226,371797,293206,392819,84021,78324,98193,84796,76505,36565
2021-06-11,1538429,379364,294377,398695,87237,79636,98570,85636,78100,36814
2021-06-12,1542588,380680,294541,399600,87450,80132,98632,86016,78615,36922
2021-06-13,1544730,381377,294729,399758,87468,80773,98864,86130,78688,36943
2021-06-14,1556720,384591,295191,405231,87579,81991,99094,86555,79436,37052
2021-06-15,1572351,388335,297688,410799,88107,83389,99366,87358,80121,37188
2021-06-16,1594489,392255,302310,417274,89601,84641,100249,89847,80967,37345
2021-06-17,1615514,396858,306901,422664,90755,85550,101550,91679,81931,37626
2021-06-18,1634281,401732,310834,427597,91778,86489,102508,92902,82516,37925
2021-06-19,1639526,403522,311133,428873,92377,86977,102677,93140,82782,38045
2021-06-20,1643870,404466,311197,431953,92384,87082,102733,93166,82836,38053
2021-06-21,1645289,405088,311267,432072,92401,87470,102798,93262,82866,38065
2021-06-22,1658589,408670,314471,435565,93042,88027,103466,93777,83388,38183
2021-06-23,1684182,416093,319353,444626,93674,88714,104901,94351,84039,38431
2021-06-24,1723159,425288,325510,460685,94564,89447,106437,97962,84651,38615
2021-06-25,1766995,434925,332656,477491,95880,92046,108095,101841,85300,38761
2021-06-26,1778282,436619,333168,482171,96875,92320,108580,104290,85489,38770
2021-06-27,1788228,437629,333600,489817,96984,92649,108672,104481,85588,38808
2021-06-28,1823110,445199,338663,504391,98245,93805,110022,107893,86009,38883
2021-06-29,1857751,452510,343310,518160,100038,95426,111302,111393,86591,39021
2021-06-30,1885313,458753,347897,527751,101357,96281,112444,114663,87077,39090
2021-07-01,1927217,469349,356912,538426,103575,97545,114757,119244,88095,39314
2021-07-02,1987768,484244,369116,556530,106810,99455,118275,124692,89185,39461
2021-07-03,2002991,486904,371140,560261,107727,100759,119624,127683,89412,39481
2021-07-04,2024454,489471,373197,571750,108221,102295,121414,129040,89558,39508
2021-07-05,2062126,497109,379744,586420,109599,103184,123480,132755,90275,39560
2021-07-06,2138120,515929,391861,614905,113445,105586,127403,137674,91656,39661
2021-07-07,2204299,528989,401681,641236,115999,107954,130885,144245,93538,39772
2021-07-08,2249566,539790,410017,654189,117894,110081,133590,149036,95026,39943
2021-07-09,2289932,552244,417984,660136,120490,112836,136565,153341,96254,40082
2021-07-10,2304075,555156,419919,665109,121050,114166,137753,154535,96291,40096
2021-07-11,2321231,556773,421051,677101,121279,114717,138711,155138,96334,40127
2021-07-12,2373566,568625,429161,698712,123263,116384,141080,158631,97460,40250
2021-07-14,2481894,592581,447018,741116,126472,121106,147527,166285,99323,40466
2021-07-15,2528672,604986,453988,757929,128125,122700,150124,169804,100446,40570
2021-07-16,2568957,605422,461793,778170,130128,124668,153351,173189,101448,40788
2021-07-17,2587736,607373,465406,786755,130582,125419,154925,174760,101645,40871
2021-07-18,2616902,618097,469941,797299,130797,126157,155670,176257,101800,40884
2021-07-19,2665588,628160,476690,818678,132690,128056,158466,179166,102717,40965
2021-07-20,2715583,637030,483417,843002,134055,129906,161051,182355,103677,41090
2021-07-21,2767336,647476,489306,867868,135401,131729,163808,185805,104742,41201
2021-07-22,2814808,657108,495065,890925,136702,133962,165597,188603,105532,41314
2021-07-23,2857854,666289,500197,909558,138096,137319,167454,191184,106317,41440
2021-07-24,2874550,670641,502100,915893,138588,138484,168369,192542,106438,41495
2021-07-25,2900563,682542,504351,924860,138923,139237,168795,193758,106491,41606
2021-07-26,2940060,691238,509555,942431,140678,140703,170386,196009,107270,41790
2021-07-27,2985920,701945,515148,962319,142063,142981,172184,199015,108223,42042
2021-07-28,3025531,711516,523326,977879,143355,144055,173399,201025,108834,42142
2021-07-29,3061750,718915,534148,991160,144226,144797,174125,202870,109305,42204
2021-07-30,3094376,725729,544976,1001157,145034,146226,174918,204176,109890,42270
2021-07-31,3106488,728675,548295,1004747,145414,146958,175238,204987,109901,42273
2021-08-01,3124124,734565,553067,1010921,145427,147018,175385,205567,109901,42273
2021-08-02,3160873,741597,563782,1024486,146574,147817,176440,207475,110361,42341
2021-08-03,3190530,747639,571608,1035611,147417,148523,177078,209452,110813,42389
2021-08-05,3246349,759118,586519,1053708,149298,149779,180523,213315,111593,42496
2021-08-06,3249128,759784,586702,1053837,149364,149853,181348,214147,111597,42496
2021-08-07,3256960,761310,588220,1056331,149483,149998,182459,215058,111605,42496
2021-08-08,3266773,763160,590914,1060272,149542,150167,182997,215619,111605,42497
2021-08-09,3296563,769143,599022,1069768,150788,151023,184781,217538,111962,42538
2021-08-10,3322513,773948,605704,1078095,152390,151946,186301,219203,112338,42588
2021-08-11,3345645,778768,611481,1085156,153839,152917,187349,220912,112597,42626
2021-08-12,3373698,783831,617016,1096187,155741,154053,188436,222815,112942,42677
2021-08-13,3406804,790814,623226,1108441,158121,155148,190410,224469,113426,42749
2021-08-14,3419189,795084,624678,1113024,158865,155591,191148,224612,113438,42749
2021-08-15,3432618,798989,626605,1118080,159584,156786,191589,224797,113439,42749
2021-08-16,3463528,805382,631631,1130249,161613,158147,193289,226473,113940,42804
2021-08-17,3491742,811823,636496,1140349,163450,159601,194698,227968,114512,42845
2021-08-18,3520222,818439,641328,1150304,165608,161082,195977,229285,115248,42951
2021-08-19,3546645,823779,645979,1159621,167626,163245,197042,230567,115786,43000
2021-08-20,3571966,829671,650899,1167837,169232,164892,198165,231790,116399,43081
2021-08-21,3579375,832224,652054,1169668,169637,165391,198799,232086,116415,43101
2021-08-22,3588041,834313,653899,1173257,169982,165884,199079,232101,116424,43102
2021-08-23,3610615,838971,658298,1181232,171255,167102,200228,233333,117030,43166
2021-08-24,3653993,847959,666693,1196450,174224,170013,202023,235315,118027,43289
2021-08-25,3697377,856902,676178,1211601,176812,171738,203866,237987,118900,43393
2021-08-26,3769324,872677,688897,1240601,179488,173466,207628,242773,120275,43519
2021-08-27,3825802,883857,694575,1254527,182871,189385,210422,245323,121213,43629
2021-08-28,3858441,891247,702005,1267218,184263,191480,211774,245494,121312,43648
2021-08-29,3890613,898297,709659,1280299,185524,193377,212841,245586,121376,43654
2021-08-30,3966261,917271,713076,1301969,188798,207559,220842,247108,125303,44335
2021-08-31,2695980,927259,723375,0,191278,212959,222197,248315,126042,44555
2021-09-01,2716874,935672,725195,0,192477,218047,224554,248946,127048,44935
2021-09-03,2743554,947102,728018,0,194560,222977,226578,249924,128526,45869
2021-09-04,2753089,950406,729047,0,195437,224903,227250,250704,129059,46283
2021-09-05,2754845,951103,729343,0,195661,225341,227284,250746,129084,46283
2021-09-06,2766160,954445,730763,0,196720,227545,228089,252039,129727,46832
2021-09-08,2786808,961232,733514,0,198425,231257,229610,254371,131090,47309
2021-09-09,4113206,964128,734488,1317685,199025,233198,230289,255246,131669,47478
2021-09-10,4123407,967120,735801,1318910,199522,234930,231006,256127,132246,47745
2021-09-11,4125684,968080,736112,1319055,199626,235347,231181,256258,132270,47755
2021-09-12,4127468,968937,736417,1319233,199640,235641,231236,256302,132303,47759
2021-09-14,4149398,976281,738237,1321691,200876,239318,233301,258002,133712,47980
2021-09-15,4161019,980208,739044,1322818,201615,241484,234152,259088,134514,48096
2021-09-18,4183793,988865,742691,1324449,202547,245130,235592,260486,135735,48298
2021-09-20,4202768,997153,745465,1324600,203069,248492,237212,261714,136644,48419
2021-09-22,4235363,1011964,750475,1325924,204247,254043,238715,262840,138482,48673
2021-09-23,4235363,1011964,750475,1325924,204247,254043,238715,262840,138482,48673
2021-09-24,4245381,1016150,752370,1325937,204684,255706,239288,263349,139207,48690
2021-09-25,4249312,1018642,752967,1325945,204761,256183,239463,263435,139225,48691
2021-09-26,4252426,1020770,753517,1325946,204770,256535,239511,263443,139243,48691
2021-09-27,4267380,1027919,756504,1326079,205339,257982,240562,264056,140161,48778
2021-09-29,4292973,1040820,761640,1326587,206467,259676,241962,264992,141827,49002
2021-10-01,4306878,1046304,765976,1327942,207102,259919,242522,265723,142310,49080
2021-10-02,4308530,1046751,766695,1328193,207173,259955,242623,265738,142318,49084
2021-10-03,4311020,1047322,767614,1328394,207191,259980,242719,265740,142972,49088
2021-10-04,4330298,1053336,772164,1330832,208087,261763,243736,266313,144631,49436
2021-10-05,4340105,1055382,775286,1332992,208570,262150,244280,266727,145243,49475
2021-10-06,4349530,1057635,778200,1335012,208897,262563,244702,267079,145856,49586
2021-10-07,4357421,1059707,780626,1336926,209198,262826,245093,267421,145975,49649
2021-10-08,4365450,1061733,783171,1338849,209501,263156,245481,267421,146419,49719
2021-10-09,4367604,1062349,783672,1339263,209553,263178,245521,267929,146420,49719
2021-10-10,4369692,1063127,784438,1339582,209554,263256,245550,267938,146445,49802
2021-10-11,4379371,1066459,787303,1340513,210020,263923,246192,268204,146871,49886
2021-10-12,4387373,1068519,789482,1342114,210415,264293,246758,268483,147367,49942
2021-10-13,4395519,1070599,791612,1343862,210760,264763,247226,268802,147857,50038
2021-10-14,4403962,1072820,793865,1345738,211102,265180,247677,269141,148327,50112
2021-10-15,4412497,1075149,796129,1347600,211503,265594,248205,269464,148659,50194
2021-10-16,4414130,1075589,796762,1347854,211580,265634,248361,269490,148664,50196
2021-10-17,4416525,1076046,797928,1348434,211617,265686,248436,269499,148680,50199
2021-10-18,4427562,1079068,801090,1350572,212147,266202,249162,269887,149116,50318
2021-10-19,4437575,1081715,803878,1353104,212680,266551,249700,270152,149457,50338
2021-10-20,4445986,1083736,806330,1355044,213137,266840,250094,270502,149786,50517
2021-10-21,4455080,1086075,809014,1356987,213625,267120,250720,270788,150144,50607
2021-10-22,4464937,1088468,811732,1359728,214036,267339,251268,271245,150424,50697
2021-10-23,4468388,1089221,812890,1360397,214226,267372,251819,271301,150465,50697
2021-10-24,4470358,1089960,813252,1360945,214315,267393,251934,271357,150502,50700
2021-10-25,4487799,1093996,819496,1364802,215106,267685,252906,271866,151154,50788
2021-10-26,4500928,1096444,825361,1367671,215442,267807,253569,272260,151500,50874
2021-10-27,4517852,1099986,832573,1370887,216035,268196,254309,272803,152082,50981
2021-10-28,4528664,1102343,836839,1373172,216502,268379,254674,273229,152482,51044
2021-10-29,3174094,1107581,845250,0,217558,269367,255433,273992,153628,51285
2021-10-30,4559543,1110197,847515,1378633,217895,269653,255946,274163,154084,51457
2021-10-31,4562128,1110542,848278,1379707,217993,269689,256018,274206,154212,51483
2021-11-01,4573349,1113060,852286,1382140,218205,270127,256352,274592,154812,51775
2021-11-02,4574242,1113467,852628,1382248,218214,270130,256353,274599,154822,51781
2021-11-03,4583292,1115697,854991,1384774,218571,270493,256628,275016,155284,51838
2021-11-04,4595949,1118821,858087,1388146,219198,270908,257148,275672,155987,51982
2021-11-05,4611290,1123480,861115,1392148,220159,271466,257935,276210,156668,52109
2021-11-06,4617553,1126732,861834,1392919,220803,271654,258398,276210,156841,52162
2021-11-07,4619842,1127628,862170,1393613,220831,271674,258454,276468,156841,52163
2021-11-08,4631637,1131283,865295,1394876,221434,272532,259546,276988,157425,52258
2021-11-09,4646520,1135689,868882,1397138,222605,273412,260570,277631,158192,52401
2021-11-10,4661570,1139687,872427,1401904,223148,273642,261484,278405,158326,52547
2021-11-11,4688631,1146740,877881,1410557,224232,274327,263221,279921,159030,52722
2021-11-12,4716386,1153501,883293,1419799,225546,275165,264710,281461,160001,52910
2021-11-13,4729877,1158259,885379,1422525,226292,275791,266065,282266,160243,53057
2021-11-14,4737302,1160721,886585,1424004,226528,276915,266637,282372,160448,53092
2021-11-15,4755528,1165908,890803,1427800,227528,277856,267769,283502,161114,53248
2021-11-16,4785605,1173253,897450,1436033,229303,279660,269421,285090,161928,53467
2021-11-17,4816178,1180384,905544,1443655,231043,280902,271356,286624,163039,53631
2021-11-18,4852149,1187256,914453,1454510,232609,283330,273967,288870,163391,53763
2021-11-19,4884778,1194339,921514,1464606,234065,285494,276112,290488,164166,53994
2021-11-20,4902475,1198951,924636,1469087,235300,286798,277584,291426,164590,54103
2021-11-21,4905223,1199733,925337,1470151,235387,286807,277689,291426,164590,54103
2021-11-22,4918875,1202102,928748,1474581,236234,287044,278761,292279,164847,54279
2021-11-23,4952456,1209410,935404,1482596,238096,291478,281345,293735,165865,54527
2021-11-24,4976866,1213909,940951,1489836,239895,293047,282918,294945,166618,54747
2021-11-25,4999534,1217967,945826,1497096,241748,294505,284207,295960,167273,54952
2021-11-26,5020911,1221918,949637,1504172,243462,295826,285749,297188,167790,55169
2021-11-27,5029355,1224811,950821,1505744,244144,296318,286595,297827,167899,55196
2021-11-28,5032119,1225357,951459,1507099,244208,296343,286687,297871,167899,55196
2021-11-29,5054464,1229785,955526,1514554,245272,298138,288116,299065,168611,55397
2021-11-30,5074083,1233233,958770,1521886,246510,299145,289476,300205,169169,55689
2021-12-01,5093022,1237058,961595,1529056,247607,299908,290727,301365,169737,55969
2021-12-02,5109546,1240288,963916,1535036,248619,300748,291926,302551,170307,56155
2021-12-03,5125688,1243473,966252,1540696,249691,301853,292899,303581,170868,56375
2021-12-04,5131068,1244771,966961,1542126,250137,302440,293313,303878,171019,56423
2021-12-05,5132783,1245061,967228,1543195,250179,302448,293334,303894,171021,56423
2021-12-06,5148119,1248371,969801,1548534,250920,303428,294277,304780,171411,56597
2021-12-07,5163781,1251175,972246,1554283,251905,304346,295343,305769,171993,56721
2021-12-08,5178966,1254075,974499,1559805,252670,305183,296201,306901,172680,56952
2021-12-09,5193695,1256642,977448,1564574,253469,305724,297212,307825,173642,57159
2021-12-10,5214522,1260576,982654,1571032,254297,306489,298478,308802,174777,57417
2021-12-11,5221782,1262474,983879,1572626,254739,306912,299271,309231,175106,57544
2021-12-12,5224163,1262957,984368,1573830,254783,306939,299348,309264,175122,57552
2021-12-13,5248229,1267672,989303,1582376,256026,308025,300684,310346,176117,57680
2021-12-14,5274553,1272224,994500,1591772,257752,309268,301867,311796,177301,58073
2021-12-15,5301739,1277278,999605,1601161,259393,310524,303308,313471,178339,58660
2021-12-16,5328735,1281968,1003872,1612218,260770,311639,304774,314905,179458,59131
2021-12-17,5350887,1285695,1007652,1621358,261337,312621,306231,316172,180421,59400
2021-12-18,5357789,1287283,1008652,1623409,261840,313109,306963,316463,180507,59563
2021-12-19,5367723,1287731,1009056,1631253,261891,313147,307027,317548,180507,59563
2021-12-20,5390138,1291473,1012834,1640383,263137,314343,308138,318710,181352,59768
2021-12-21,5413267,1295717,1016126,1649318,264404,315774,309512,320078,182213,60125
2021-12-22,5433937,1299280,1019469,1657758,265495,316692,310547,321311,183004,60381
2021-12-23,5449952,1302119,1022788,1662865,266510,317795,311508,322233,183482,60652
2021-12-24,5463883,1305270,1025425,1667588,267275,318747,312122,322832,183821,60803
2021-12-25,5464907,1305626,1025579,1667677,267345,318920,312201,322885,183821,60853
2021-12-26,5466996,1306112,1025923,1668744,267393,319018,312245,322887,183821,60853
2021-12-27,5492333,1311084,1031486,1676962,268766,320860,313385,324040,184672,61078
2021-12-28,5537212,1322733,1040063,1690885,271565,322988,315335,326085,186080,61478
2021-12-29,5566346,1332934,1044754,1697079,273836,324926,316694,327435,186936,61752
2021-12-30,5613175,1346197,1054526,1708403,277188,327105,318892,330046,188756,62062
2022-01-01,5657026,1361064,1064118,1717435,280079,329537,320449,331768,190229,62347
2022-01-02,5661892,1363494,1065011,1718594,280256,329697,320494,331770,190229,62347
2022-01-03,5752738,1395329,1078452,1734461,282502,340733,326045,334956,196327,63933
2022-01-04,5849291,1430751,1097469,1754479,289924,344401,330038,338570,199311,64348
2022-01-05,5938843,1464252,1117773,1769666,296546,348177,333236,341745,202769,64679
2022-01-06,6035225,1499763,1140156,1786606,302645,353496,336030,345595,205857,65077
2022-01-08,6140930,1538603,1163842,1806726,307948,359190,340001,349911,209277,65432
2022-01-09,6151069,1541740,1166768,1809443,308381,359685,340251,349965,209403,65433
2022-01-10,6211411,1560917,1179062,1824066,310892,363321,342774,352736,211846,65797
2022-01-11,6261522,1575286,1189353,1838598,312884,365653,344835,355179,213727,66007
2022-01-12,6302133,1586101,1197324,1852245,314443,366943,346391,357400,215016,66270
2022-01-13,6355619,1601308,1206966,1868705,316327,369990,348562,359686,217278,66797
2022-01-14,6395421,1610602,1214816,1882884,317709,371903,350424,361269,218633,67181
2022-01-15,6410690,1614242,1217684,1888387,318545,372354,351432,361756,218990,67300
2022-01-16,6416251,1615216,1219581,1890631,318676,372544,351487,361793,218992,67331
2022-01-17,6489235,1637037,1228636,1909097,320365,382057,355199,364412,223753,68679
2022-01-18,6525632,1644430,1235038,1923430,321563,384123,356708,365941,225447,68952
2022-01-19,6557320,1651666,1240861,1935275,322593,385810,357963,367135,226819,69198
2022-01-20,6577720,1655981,1244459,1942784,323234,387117,358814,368132,227840,69359
2022-01-21,6600781,1660725,1248589,1951450,324124,388380,359980,369303,228703,69527
2022-01-22,6605271,1662007,1249287,1952797,324321,388639,360281,369433,228895,69611
2022-01-23,6607547,1662352,1249848,1953980,324402,388672,360348,369435,228898,69612
2022-01-24,6622091,1664627,1252755,1959797,324790,389407,361319,370221,229425,69750
2022-01-25,6648054,1670633,1257294,1967460,325545,392228,362972,371500,230450,69972
2022-01-26,6664808,1674218,1260437,1973184,326243,393229,364004,372301,231097,70095
2022-01-27,6679305,1677325,1263280,1978612,326683,393972,364703,372876,231666,70188
2022-01-28,6694190,1680459,1266363,1983911,327135,394845,365419,373683,232099,70276
2022-01-29,6701069,1682741,1267315,1985701,327445,395225,365992,374071,232266,70313
2022-01-30,6703110,1683299,1267901,1986520,327482,395256,366001,374072,232266,70313
2022-01-31,6726744,1689779,1271704,1992391,328300,398276,367701,375061,232989,70543
2022-02-01,6736240,1691652,1273442,1995757,328600,398900,368077,375750,233381,70681
2022-02-02,6745618,1693536,1275292,1999091,328937,399490,368454,376318,233722,70778
2022-02-03,6753158,1695010,1276751,2001825,329258,399893,368674,376899,233996,70852
2022-02-04,6766140,1697916,1279030,2005816,329640,401043,369291,377859,234533,71012
2022-02-05,6771198,1699307,1280004,2007096,329879,401372,369655,378172,234675,71038
2022-02-06,6772334,1699485,1280457,2007507,329892,401433,369659,378182,234681,71038
2022-02-07,6781575,1701487,1282286,2009755,330187,402541,370353,378751,235055,71160
2022-02-08,6789249,1703104,1283750,2012123,330515,403211,370722,379325,235279,71220
2022-02-09,6798156,1705173,1285396,2014701,330862,404026,371068,380179,235491,71260
2022-02-10,6806843,1707080,1287135,2017273,331065,404829,371483,380834,235783,71361
2022-02-11,6817070,1708861,1289389,2020293,331419,405773,371962,381914,236048,71411
